Date,,AAPL,MSFT,GOOG,GOOGL,AMZN,NVDA,TSLA,META,HSBC,LLY,TSM,V,UNH,XOM,JPM,WMT,NVO,JNJ
2018-01-02,UNH,1.2504050196538902e-05,4.5705857939559514e-05,-6.916112421253467e-06,-7.05438644495421e-06,2.0572886223755858e-05,5.152376770046315e-06,5.259817435752351e-06,4.323073496757257e-06,1.4112424618376064e-05,1.7046810384330962e-05,-9.37414057323493e-06,3.1798734998056656e-05,0.0001048373580605947,3.0576122310187586e-05,4.3581884193563115e-05,1.8275176098283935e-05,3.8317077216778435e-05,2.322420140355491e-05
2018-01-02,XOM,2.915992206031959e-05,2.719675843869887e-06,-6.6232020883710186e-06,-7.97745104711266e-06,4.946303997906262e-06,1.192601663546288e-05,1.802556481979038e-05,7.402259552944822e-06,2.919041739698769e-05,-1.6963556932067337e-06,2.644879404180891e-05,3.631480009282496e-06,3.0576122310187586e-05,5.292405803377562e-05,3.661257297615362e-05,-2.6745743686459625e-05,3.410086469702819e-06,-6.3159727505250255e-06
2018-01-02,JPM,-7.199625669967819e-06,-6.479785391062607e-06,-3.5793489740838826e-05,-4.199228858212218e-05,-5.8956743743191955e-05,-7.187139524146361e-05,1.203622557195135e-05,-5.618344953028766e-05,1.3078413916973707e-05,6.623594934879371e-06,-1.2972080665106692e-05,-1.8995582135907733e-05,4.3581884193563115e-05,3.661257297615362e-05,0.00011938266722126643,-1.6794517805496653e-06,7.790329451199918e-06,1.86227388304761e-05
2018-01-02,WMT,2.172417294289377e-05,2.087846039849435e-06,2.3011832295645398e-05,2.5892342327268534e-05,2.5156005140054317e-05,1.50560176421468e-05,-3.17638119909075e-05,1.2472675168480342e-05,-7.735497427819537e-06,5.878442384776675e-05,1.974805624312348e-05,1.0116365244225214e-05,1.8275176098283935e-05,-2.6745743686459625e-05,-1.6794517805496653e-06,0.0001700568436600356,3.386944124248126e-05,8.582917398283054e-07
2018-01-02,NVO,5.358390975272102e-05,8.782187029107415e-05,3.790623205914564e-05,3.461248810625193e-05,8.482265357789509e-05,0.00013908742533377396,0.00016212005585448225,6.996306940507745e-05,2.5243564102087472e-05,-2.9107091210312715e-06,7.028857700840739e-05,6.953258445813904e-05,3.8317077216778435e-05,3.410086469702819e-06,7.790329451199918e-06,3.386944124248126e-05,0.0002380643339812066,4.093143374348559e-05
2018-01-02,JNJ,-6.9283003407262005e-06,5.360196832005664e-05,9.902545075692365e-06,9.208043056671859e-06,1.722225065585658e-05,-1.5075024218830593e-06,7.329344178872189e-05,9.827903646486934e-06,-2.0338780752174845e-06,2.3401004435427223e-05,-1.9358077499605752e-05,2.425516532003051e-05,2.322420140355491e-05,-6.3159727505250255e-06,1.86227388304761e-05,8.582917398283054e-07,4.093143374348559e-05,5.367636350386658e-05
2018-01-03,AAPL,0.00016890036784969814,6.25095096537276e-05,8.730479097668716e-05,8.449396969711306e-05,0.00011317577148521577,0.00015615640445786945,0.00015200191758861845,0.00011445470779503799,3.633561635425361e-05,6.634781067790408e-06,0.00010094773546579773,5.47322124227114e-05,1.1176718196454229e-05,3.325288293050133e-05,-7.528150750960625e-06,-2.859451628482728e-05,4.6232877960930675e-05,-6.178662960474227e-06
2018-01-03,MSFT,6.25095096537276e-05,0.0001417004474211099,7.632544351106022e-05,7.486380844339589e-05,0.00010258542403396444,0.000148243285544941,0.00013319517336349255,9.23542337031911e-05,4.1716225779618846e-07,1.528401339051625e-05,3.292584934742727e-05,8.981399044645256e-05,4.736919067844429e-05,5.495660860604622e-06,-6.8804734127108e-06,-2.1481258273831045e-06,9.040289959014667e-05,5.45811690545925e-05
2018-01-03,GOOG,8.730479097668716e-05,7.632544351106022e-05,0.0001304195347454759,0.00012882018252482525,0.00013852036526133197,0.0001878510501707302,0.00011638632518873166,0.00013465880164495082,-5.279680676592019e-06,1.0307812166409646e-05,5.118857847223323e-05,7.361607919525582e-05,-3.9288160650855585e-06,9.620325659477779e-06,-3.754556652342801e-05,8.067762102453871e-07,3.6544181039108205e-05,1.707413881536341e-05
2018-01-03,GOOGL,8.449396969711306e-05,7.486380844339589e-05,0.00012882018252482525,0.00012940246692856814,0.00013895979660097127,0.00018793474569423038,0.00010222847685820254,0.00013688642036822858,-4.9783243889874865e-06,1.49794742186208e-05,4.769213490132937e-05,7.159164910086034e-05,-3.936263039250858e-06,9.070312399700919e-06,-4.40558658816685e-05,6.705403222286013e-06,3.325737656890875e-05,1.6767347573171356e-05
2018-01-03,AMZN,0.00011317577148521577,0.00010258542403396444,0.00013852036526133197,0.00013895979660097127,0.00025571518791086677,0.0002721218454688474,0.00012185068828192368,0.0001835460634947475,2.7345153465671383e-06,1.3530935588900053e-05,8.327294746353918e-05,0.0001156997725717618,2.417723270834711e-05,1.901824114185354e-05,-6.288093421902768e-05,1.298368083345252e-05,8.696128636753164e-05,2.4086836381668353e-05
2018-01-03,NVDA,0.00015615640445786945,0.000148243285544941,0.0001878510501707302,0.00018793474569423038,0.0002721218454688474,0.0005068143524804959,0.00011872994309224016,0.0002519013902598771,-1.3452790713379678e-05,-1.4820144049330224e-05,0.00017108077895971237,0.00014825451539084652,1.9221915268086505e-05,5.199277174418401e-05,-6.910378305489701e-05,1.5065246020430963e-05,0.00014191314163241917,2.120159670917161e-05
2018-01-03,TSLA,0.00015200191758861845,0.00013319517336349255,0.00011638632518873166,0.00010222847685820254,0.00012185068828192368,0.00011872994309224016,0.0004753971567181645,0.00012894601021162802,2.1937922513046188e-05,1.4125979063091494e-07,9.011059709190123e-05,8.58675780874765e-05,1.2824322157121036e-06,8.920113328978876e-06,1.2693913226992625e-05,-0.00011747707960021646,0.00015189726414253788,6.49907785039331e-05
2018-01-03,META,0.00011445470779503799,9.23542337031911e-05,0.00013465880164495082,0.00013688642036822858,0.0001835460634947475,0.0002519013902598771,0.00012894601021162802,0.00020938380302417772,-5.8663266685430115e-06,1.648559681616467e-05,0.00010961172463248723,0.00010845273030751883,8.011282579104508e-06,2.243129965036835e-05,-5.7738468291552185e-05,-1.4686181624246885e-05,7.053206790524482e-05,1.7134892114842837e-05
2018-01-03,HSBC,3.633561635425361e-05,4.1716225779618846e-07,-5.279680676592019e-06,-4.9783243889874865e-06,2.7345153465671383e-06,-1.3452790713379678e-05,2.1937922513046188e-05,-5.8663266685430115e-06,7.722158931409885e-05,1.894391226063103e-05,2.0962731124094074e-05,8.596105848881933e-07,1.3098459439577956e-05,1.970361087927582e-05,1.3887562925902289e-05,1.2941277076616845e-05,2.7505845176180546e-05,-5.402863320365015e-06
2018-01-03,LLY,6.634781067790408e-06,1.528401339051625e-05,1.0307812166409646e-05,1.49794742186208e-05,1.3530935588900053e-05,-1.4820144049330224e-05,1.4125979063091494e-07,1.648559681616467e-05,1.894391226063103e-05,8.901338514115303e-05,-3.1621563923420406e-06,3.3680949955925234e-06,1.8092771572182467e-05,1.0882712128089198e-05,7.087193939893282e-06,5.334367024128664e-05,-1.6329630715586552e-05,2.9688700306506928e-05
2018-01-03,TSM,0.00010094773546579773,3.292584934742727e-05,5.118857847223323e-05,4.769213490132937e-05,8.327294746353918e-05,0.00017108077895971237,9.011059709190123e-05,0.00010961172463248723,2.0962731124094074e-05,-3.1621563923420406e-06,0.00017849390713449984,4.7422742077784544e-05,-7.02633615158273e-06,3.9935958014953876e-05,-1.4297010551238335e-05,-1.734269270848836e-05,6.858588963004202e-05,-1.2261668168474139e-05
2018-01-03,V,5.47322124227114e-05,8.981399044645256e-05,7.361607919525582e-05,7.159164910086034e-05,0.0001156997725717618,0.00014825451539084652,8.58675780874765e-05,0.00010845273030751883,8.596105848881933e-07,3.3680949955925234e-06,4.7422742077784544e-05,9.86924302880765e-05,3.317604301412589e-05,1.0451252551380066e-05,-1.9717569865157407e-05,-7.460476506754124e-06,6.872136450348941e-05,2.6950966144118306e-05
2018-01-03,UNH,1.1176718196454229e-05,4.736919067844429e-05,-3.9288160650855585e-06,-3.936263039250858e-06,2.417723270834711e-05,1.9221915268086505e-05,1.2824322157121036e-06,8.011282579104508e-06,1.3098459439577956e-05,1.8092771572182467e-05,-7.02633615158273e-06,3.317604301412589e-05,0.0001105702432397708,3.5934263498470275e-05,4.4993949713247715e-05,3.236259506286684e-05,4.015289105781537e-05,2.679811265667632e-05
2018-01-03,XOM,3.325288293050133e-05,5.495660860604622e-06,9.620325659477779e-06,9.070312399700919e-06,1.901824114185354e-05,5.199277174418401e-05,8.920113328978876e-06,2.243129965036835e-05,1.970361087927582e-05,1.0882712128089198e-05,3.9935958014953876e-05,1.0451252551380066e-05,3.5934263498470275e-05,5.512475757720434e-05,3.346401108030105e-05,1.1671382250136311e-05,1.9201420776412467e-05,8.009781074307232e-07
2018-01-03,JPM,-7.528150750960625e-06,-6.8804734127108e-06,-3.754556652342801e-05,-4.40558658816685e-05,-6.288093421902768e-05,-6.910378305489701e-05,1.2693913226992625e-05,-5.7738468291552185e-05,1.3887562925902289e-05,7.087193939893282e-06,-1.4297010551238335e-05,-1.9717569865157407e-05,4.4993949713247715e-05,3.346401108030105e-05,0.00012552358157214515,-4.728224101668649e-06,7.5722529420542526e-06,1.8105034798345534e-05
2018-01-03,WMT,-2.859451628482728e-05,-2.1481258273831045e-06,8.067762102453871e-07,6.705403222286013e-06,1.298368083345252e-05,1.5065246020430963e-05,-0.00011747707960021646,-1.4686181624246885e-05,1.2941277076616845e-05,5.334367024128664e-05,-1.734269270848836e-05,-7.460476506754124e-06,3.236259506286684e-05,1.1671382250136311e-05,-4.728224101668649e-06,0.00016993962603089108,-3.878220713763919e-05,2.4217392328000347e-05
2018-01-03,NVO,4.6232877960930675e-05,9.040289959014667e-05,3.6544181039108205e-05,3.325737656890875e-05,8.696128636753164e-05,0.00014191314163241917,0.00015189726414253788,7.053206790524482e-05,2.7505845176180546e-05,-1.6329630715586552e-05,6.858588963004202e-05,6.872136450348941e-05,4.015289105781537e-05,1.9201420776412467e-05,7.5722529420542526e-06,-3.878220713763919e-05,0.00023850453069445518,4.765056782031965e-05
2018-01-03,JNJ,-6.178662960474227e-06,5.45811690545925e-05,1.707413881536341e-05,1.6767347573171356e-05,2.4086836381668353e-05,2.120159670917161e-05,6.49907785039331e-05,1.7134892114842837e-05,-5.402863320365015e-06,2.9688700306506928e-05,-1.2261668168474139e-05,2.6950966144118306e-05,2.679811265667632e-05,8.009781074307232e-07,1.8105034798345534e-05,2.4217392328000347e-05,4.765056782031965e-05,5.667745132193022e-05
2018-01-04,AAPL,0.00017693033470413724,6.334523404953181e-05,9.169637317725465e-05,8.817117405448385e-05,0.00011885357004409423,0.0001607513439992209,0.0001574318182278364,0.00011657080512283188,3.681620375216654e-05,5.198341706267031e-06,0.00010232593205145161,5.601548376684157e-05,1.0102078247629744e-05,3.337114139814532e-05,-7.507861949245656e-06,-5.026389618607842e-05,4.810590240704715e-05,-9.195343597219352e-06
2018-01-04,MSFT,6.334523404953181e-05,0.0001425471989977596,7.628884980563612e-05,7.467093650780075e-05,0.00010460061574224894,0.0001506279880300239,0.00013659437152824318,9.162165195035545e-05,-5.948061398251916e-07,1.3134780924118819e-05,3.19629878698167e-05,9.086880314580175e-05,4.630780579948304e-05,2.5118017160196814e-06,-6.858775298852731e-06,-2.299231242697268e-05,9.271143362929867e-05,5.450433280976466e-05
2018-01-04,GOOG,9.169637317725465e-05,7.628884980563612e-05,0.000138664516804215,0.00013638955615129827,0.00014771856382537777,0.00020069333197351012,0.00013014988126216416,0.00014221850392990011,-7.163400247299134e-06,5.0058524706563145e-06,5.409333177375703e-05,7.564701559660616e-05,-8.705639357126294e-06,5.947113842229371e-06,-4.410891679758457e-05,-3.136873227475024e-05,4.400790098931961e-05,1.3680987788528334e-05
2018-01-04,GOOGL,8.817117405448385e-05,7.467093650780075e-05,0.00013638955615129827,0.00013651316704899437,0.00014735240609456356,0.00019874808480207088,0.00011294906401606753,0.00014323419277269714,-6.639906433577678e-06,1.0844193491573189e-05,4.974370059270656e-05,7.321631582693673e-05,-8.156957947734776e-06,5.6805172571863476e-06,-5.00057687900817e-05,-2.0202799900629855e-05,3.9354506770883764e-05,1.3676081847881365e-05
2018-01-04,AMZN,0.00011885357004409423,0.00010460061574224894,0.00014771856382537777,0.00014735240609456356,0.0002745535971503696,0.00028440027349457397,0.00013071514718500385,0.00019091957587613734,1.8323857734955325e-06,1.0657085128512427e-05,8.605661982998396e-05,0.0001215078262267231,2.2766627586488252e-05,1.7353362979385262e-05,-6.812774793154011e-05,-5.182460799285182e-06,9.364854979038816e-05,2.2641481757604145e-05
2018-01-04,NVDA,0.0001607513439992209,0.0001506279880300239,0.00020069333197351012,0.00019874808480207088,0.00028440027349457397,0.0005074493386678628,0.00011833871471857074,0.0002530014132638079,-1.3698152887955932e-05,-1.5096492941696382e-05,0.00016977806391724103,0.0001539277248029846,1.951243290514383e-05,5.3690775610602365e-05,-6.860342131453681e-05,1.6696133115827152e-05,0.0001410235404750769,2.1813886218335325e-05
2018-01-04,TSLA,0.0001574318182278364,0.00013659437152824318,0.00013014988126216416,0.00011294906401606753,0.00013071514718500385,0.00011833871471857074,0.00048144798677682467,0.0001329483994551952,2.30594280353402e-05,1.787109179058048e-06,9.187342661210708e-05,9.239760721592216e-05,2.9156698186162604e-06,1.2137337568507072e-05,1.1283530791177326e-05,-0.0001319891067786635,0.0001532253970482545,7.202938795677464e-05
2018-01-04,META,0.00011657080512283188,9.162165195035545e-05,0.00014221850392990011,0.00014323419277269714,0.00019091957587613734,0.0002530014132638079,0.0001329483994551952,0.00021189684409294514,-6.257882253586995e-06,1.5024851917175737e-05,0.00011036529608795588,0.00011173196793008843,6.840686220788573e-06,2.2512536313015717e-05,-6.11003681227866e-05,-2.670805392035518e-05,7.338797927700909e-05,1.6917539534706226e-05
2018-01-04,HSBC,3.681620375216654e-05,-5.948061398251916e-07,-7.163400247299134e-06,-6.639906433577678e-06,1.8323857734955325e-06,-1.3698152887955932e-05,2.30594280353402e-05,-6.257882253586995e-06,7.792927298849644e-05,1.8862119068203675e-05,2.1046556063241844e-05,2.995441527067307e-08,1.2746987504895982e-05,2.0068309205459937e-05,1.3436372947878907e-05,1.2020172000350201e-05,2.8548768965685474e-05,-6.439903188169841e-06
2018-01-04,LLY,5.198341706267031e-06,1.3134780924118819e-05,5.0058524706563145e-06,1.0844193491573189e-05,1.0657085128512427e-05,-1.5096492941696382e-05,1.787109179058048e-06,1.5024851917175737e-05,1.8862119068203675e-05,9.328533293708472e-05,-4.225088590625378e-06,-3.4750915217339477e-08,1.6658338812430283e-05,8.641999662459559e-06,6.959864592938697e-06,4.9410607413109735e-05,-1.5290881840871668e-05,2.8970090759835498e-05
2018-01-04,TSM,0.00010232593205145161,3.19629878698167e-05,5.409333177375703e-05,4.974370059270656e-05,8.605661982998396e-05,0.00016977806391724103,9.187342661210708e-05,0.00011036529608795588,2.1046556063241844e-05,-4.225088590625378e-06,0.0001778675151460929,4.8733257850908996e-05,-7.503446018876089e-06,4.160858134602656e-05,-1.621775518289836e-05,-2.2340579215779384e-05,6.98894645832216e-05,-1.2828932479300816e-05
2018-01-04,V,5.601548376684157e-05,9.086880314580175e-05,7.564701559660616e-05,7.321631582693673e-05,0.0001215078262267231,0.0001539277248029846,9.239760721592216e-05,0.00011173196793008843,2.995441527067307e-08,-3.4750915217339477e-08,4.8733257850908996e-05,0.00010300740867734297,3.247825639647952e-05,8.511843691503298e-06,-2.2525281652731654e-05,-2.8599876139126074e-05,7.414921381991597e-05,2.6262210362212994e-05
2018-01-04,UNH,1.0102078247629744e-05,4.630780579948304e-05,-8.705639357126294e-06,-8.156957947734776e-06,2.2766627586488252e-05,1.951243290514383e-05,2.9156698186162604e-06,6.840686220788573e-06,1.2746987504895982e-05,1.6658338812430283e-05,-7.503446018876089e-06,3.247825639647952e-05,0.00011228068903442613,3.6010134087740764e-05,4.535872146881302e-05,2.768981844166753e-05,4.2457385312707485e-05,2.632963048114536e-05
2018-01-04,XOM,3.337114139814532e-05,2.5118017160196814e-06,5.947113842229371e-06,5.6805172571863476e-06,1.7353362979385262e-05,5.3690775610602365e-05,1.2137337568507072e-05,2.2512536313015717e-05,2.0068309205459937e-05,8.641999662459559e-06,4.160858134602656e-05,8.511843691503298e-06,3.6010134087740764e-05,5.8001546370606557e-05,3.307096557130562e-05,1.3392273125666881e-06,2.2805573362872032e-05,-1.429975451361915e-06
2018-01-04,JPM,-7.507861949245656e-06,-6.858775298852731e-06,-4.410891679758457e-05,-5.00057687900817e-05,-6.812774793154011e-05,-6.860342131453681e-05,1.1283530791177326e-05,-6.11003681227866e-05,1.3436372947878907e-05,6.959864592938697e-06,-1.621775518289836e-05,-2.2525281652731654e-05,4.535872146881302e-05,3.307096557130562e-05,0.00013167570192825805,-1.80591974615934e-05,6.21150002886767e-06,1.685320084483963e-05
2018-01-04,WMT,-5.026389618607842e-05,-2.299231242697268e-05,-3.136873227475024e-05,-2.0202799900629855e-05,-5.182460799285182e-06,1.6696133115827152e-05,-0.0001319891067786635,-2.670805392035518e-05,1.2020172000350201e-05,4.9410607413109735e-05,-2.2340579215779384e-05,-2.8599876139126074e-05,2.768981844166753e-05,1.3392273125666881e-06,-1.80591974615934e-05,0.0001705755870354618,-3.258545978103283e-05,1.5653819405650195e-05
2018-01-04,NVO,4.810590240704715e-05,9.271143362929867e-05,4.400790098931961e-05,3.9354506770883764e-05,9.364854979038816e-05,0.0001410235404750769,0.0001532253970482545,7.338797927700909e-05,2.8548768965685474e-05,-1.5290881840871668e-05,6.98894645832216e-05,7.414921381991597e-05,4.2457385312707485e-05,2.2805573362872032e-05,6.21150002886767e-06,-3.258545978103283e-05,0.0002390721453470987,5.337587149935032e-05
2018-01-04,JNJ,-9.195343597219352e-06,5.450433280976466e-05,1.3680987788528334e-05,1.3676081847881365e-05,2.2641481757604145e-05,2.1813886218335325e-05,7.202938795677464e-05,1.6917539534706226e-05,-6.439903188169841e-06,2.8970090759835498e-05,-1.2828932479300816e-05,2.6262210362212994e-05,2.632963048114536e-05,-1.429975451361915e-06,1.685320084483963e-05,1.5653819405650195e-05,5.337587149935032e-05,6.028934439347102e-05
2018-01-05,AAPL,0.00017820334911052002,6.668063022216516e-05,9.783316073142133e-05,9.400888640146237e-05,0.0001245787566857923,0.00016306873587616726,0.00017221907999703763,0.00011976878689134154,3.448484828231587e-05,1.258177535993117e-05,0.0001072282241356326,6.172901804354949e-05,1.6248938628503282e-05,3.1750104201208764e-05,-1.1612274081831288e-05,-4.3838509225691165e-05,5.0820149061441546e-05,-4.875934698001954e-06
2018-01-05,MSFT,6.668063022216516e-05,0.00014378579095383035,8.159004673790601e-05,7.97608673706379e-05,0.00010967844805446189,0.00015232601312076824,0.00015113471987081195,9.464999645901954e-05,-2.1519594218994274e-06,1.8431054311639797e-05,3.793812636625107e-05,9.389502575096348e-05,4.941504977653039e-05,1.140966292216306e-06,-1.0356799356731732e-05,-1.8380236274599603e-05,9.461203972031511e-05,5.664663683721099e-05
2018-01-05,GOOG,9.783316073142133e-05,8.159004673790601e-05,0.00014840805238245029,0.0001459086892707989,0.00015678649404288162,0.00020807447771482163,0.0001449458288765782,0.00014861194443527536,-9.629242257144907e-06,1.3530868625466777e-05,6.352736270376016e-05,8.313308360226689e-05,-1.0602618352051135e-06,4.300176798282093e-06,-4.909165282966153e-05,-2.561435169312875e-05,4.859929308720841e-05,1.8122906552869164e-05
2018-01-05,GOOGL,9.400888640146237e-05,7.97608673706379e-05,0.0001459086892707989,0.00014593147579870441,0.00015601730536617394,0.0002066830994081818,0.0001258331376143659,0.00014956484952279763,-8.916920569589481e-06,1.849374691194003e-05,5.8480324281748985e-05,8.01559339531375e-05,-1.3159091797914425e-06,4.264260220491762e-06,-5.472595624340259e-05,-1.5172061750989977e-05,4.390921528273872e-05,1.769274991975266e-05
2018-01-05,AMZN,0.0001245787566857923,0.00010967844805446189,0.00015678649404288162,0.00015601730536617394,0.0002809136085605858,0.0002906419259064004,0.00014030358636713504,0.00019567682301729599,-1.383369455606457e-06,2.187951057486188e-05,9.690194484015024e-05,0.00012871840088487022,3.127045235568689e-05,1.533265988296189e-05,-7.292439123039653e-05,2.0701083007911795e-06,0.00010026160410563752,2.781790355041158e-05
2018-01-05,NVDA,0.00016306873587616726,0.00015232601312076824,0.00020807447771482163,0.0002066830994081818,0.0002906419259064004,0.0005068321104272334,0.0001420092643594602,0.0002555796645567814,-1.4385188916100222e-05,-1.1941150425694363e-05,0.00016862266051359946,0.00015468324415703833,2.278206827009718e-05,5.2961010324988e-05,-7.363582136000403e-05,2.0165809989245473e-05,0.00013907059210118957,2.458922066859999e-05
2018-01-05,TSLA,0.00017221907999703763,0.00015113471987081195,0.0001449458288765782,0.0001258331376143659,0.00014030358636713504,0.0001420092643594602,0.0005610669630410405,0.00014572378214615855,2.328215231439693e-05,8.97109207588085e-06,0.000105540924829515,0.00010252156811855595,6.068272816097767e-06,1.4035732772231486e-05,1.4963725406147137e-05,-0.00014214934082048042,0.00018290803527475904,7.891862607047304e-05
2018-01-05,META,0.00011976878689134154,9.464999645901954e-05,0.00014861194443527536,0.00014956484952279763,0.00019567682301729599,0.0002555796645567814,0.00014572378214615855,0.00021381333117600018,-8.288718366556025e-06,2.196445274897644e-05,0.00011527035074473141,0.00011552767134669232,1.3029436522682076e-05,2.104946382850013e-05,-6.473024151004475e-05,-2.1147356691051593e-05,7.663642441480192e-05,2.0527505630922455e-05
2018-01-05,HSBC,3.448484828231587e-05,-2.1519594218994274e-06,-9.629242257144907e-06,-8.916920569589481e-06,-1.383369455606457e-06,-1.4385188916100222e-05,2.328215231439693e-05,-8.288718366556025e-06,7.942820506101259e-05,1.6144928965223885e-05,1.764852575073361e-05,-2.6126441013276548e-06,1.0113085597377307e-05,2.1142259869303026e-05,1.5307631300026538e-05,1.0130539948502769e-05,2.9051767412282992e-05,-7.851693829880602e-06
2018-01-05,LLY,1.258177535993117e-05,1.8431054311639797e-05,1.3530868625466777e-05,1.849374691194003e-05,2.187951057486188e-05,-1.1941150425694363e-05,8.97109207588085e-06,2.196445274897644e-05,1.6144928965223885e-05,9.614309997629606e-05,6.867183175930654e-06,9.814604484470989e-06,2.37975542756076e-05,6.1164099172534906e-06,4.859872339952214e-07,5.3963341621630444e-05,-1.4320109925750528e-05,3.307836043269718e-05
