Date,UNH,SHW,AMT,AAPL,AMZN,UPS,DUK,XOM,JPM,MSFT
2009-01-07,0.03426464852859716,0.04393771465308527,0.08316236275179369,0.09660215015243492,0.2047788564085177,0.11313208318118775,-0.00817728434310405,0.06310151132140313,0.20616660335453801,0.16303135399154642
2009-01-08,-0.3535859089001125,-0.7558717169586684,0.2764991229537847,-0.39815646452022324,1.393962765946275,1.608249004827539,0.055488190392611624,-0.5300844128031209,1.407854637101731,-1.704355218039816
2009-01-09,0.044770718577387784,0.10903933022780703,0.02080011955918245,0.1314684455962005,0.2137412391778195,0.0684135969466595,0.029366250821552933,0.07681518928282972,0.1995219037777117,0.10606320603284895
2009-01-12,0.09412276206078304,0.06517205870054585,0.06444921815031467,0.08019721009418108,0.31251706816542607,0.08646220706441968,-0.045581022116144905,0.10263498977149899,0.24666884193935332,-0.006643333830377931
2009-01-13,-0.15812664861291212,0.021539083168033935,0.2025787050476807,-0.16455768791908204,0.46297582199109816,-0.26566967106103034,-0.14862568315980243,0.2608859907089222,0.6631056193019431,0.1258944705351487
2009-01-14,0.12230432512541521,0.13761323179526017,0.04320687076365028,0.12540022359611183,0.088711386771491,0.12142166658932069,0.05039558702323471,0.12126498837227041,0.06125989219139516,0.12842182777185046
2009-01-15,0.46942970463380385,-0.007084843871398267,0.287896951232202,0.05279114297637889,0.8090294424774884,-0.008312583246896193,-0.07637864746014571,0.28255089269714073,-0.8956614385834175,0.08573937914484395
2009-01-16,7.806032084594016,5.392131618638301,1.0682593840908903,-3.1031550412944737,-4.996715204707066,1.7580739951152975,2.9786468190259074,4.991967464756653,-20.22924064363891,5.333999523419386
2009-01-20,0.10061956925192585,0.08665932685558456,0.06753300866567735,0.02168888919169487,-0.00423760338843614,0.09513764472127209,0.0261100587800826,0.049072667015003894,0.4271911696405437,0.13022526926665126
2009-01-21,0.04948062465618704,0.008923528079342428,0.08511052851873634,0.1280423872167762,0.10525821422702637,0.06128088253575449,-0.006039523806588383,0.05734332299915194,0.43509391553734356,0.07550612003627015
2009-01-22,-0.4875815379079285,0.8450245532256484,-0.047235097492726495,-0.2351635377149634,0.07969432155022696,0.03565354868276961,0.009036432216169616,0.11398757747307295,-0.10287381646237043,0.7894575564301012
2009-01-23,0.26034795116967163,-0.2619682580885505,0.12011341242848354,0.11036456385511456,0.3647180054450496,-0.1888126118695094,0.0399202421496501,-0.04080514104134202,0.5368015422426974,0.05932029370873512
2009-01-26,0.07285159148132841,-0.11390813239119693,-0.15908867533355475,0.38725618250501387,-0.1452755606800387,0.0012123156789880254,0.2706945000337925,0.11370081016219981,0.10943668255109552,0.46312028599237226
2009-01-27,0.41359223274541496,0.38508851669164673,0.061951202440773144,0.17484435718398608,-0.38964087881832477,0.0027012115129996695,0.09957154849127456,0.04369718774269315,0.2046636634467208,0.0035309585628155384
