Date,TROW,DVN,TPR,NVR,CSCO,CE,ISRG,UAL,BA,MRO
2009-01-07,0.28806820310563613,0.18757940001609089,0.07992522776080484,0.06710367120310669,0.1238375728581909,-0.07945184915691,0.053490467723138854,0.02715101813431003,0.13861232036299842,0.11368396799263333
2009-01-08,0.10071868006885441,0.17596503661253154,0.5632204526178999,-0.2822200445222487,-0.08987141675471522,-0.007776872045827435,0.9030058373191456,-0.2089209108752464,0.12525114015709227,-0.27937190257748595
2009-01-09,0.13973959866634475,0.04783572591506836,0.3346931892674246,0.05570762348970443,0.10912330891944433,-0.051347191519312434,0.19185334439775276,0.06270383053613596,0.03456659449627548,0.07512397583116172
2009-01-12,0.10188902257241088,0.09118023019017484,0.11013582169562197,0.11824553712649118,0.04017070116980834,0.2116877073774367,0.04257616429970491,0.17584771980109815,0.02390192588696512,0.08436516988028793
2009-01-13,-0.03039110866931822,-0.43441238112534936,0.4711559154684278,0.06970625061095366,0.033376709378411265,0.20339528737567705,0.11085983951207357,0.9621261857853334,0.2545697278447355,-0.6403864261809447
2009-01-14,0.16119596191148133,0.12796607813187114,0.1565541109357392,0.07737850676156353,0.08718626186651643,0.09443004839223479,0.08522342739399104,0.029582788053531112,0.07397051459802062,0.10651230195505094
2009-01-15,-0.8793059231658391,-0.6913304080196983,1.1410882805920022,-0.2817754038985155,0.07180353569844014,-0.8748391997694632,-0.37297120921906546,2.3657636794057035,0.21346925064619318,0.30809739773024236
2009-01-16,0.35095294095517315,-0.258955810604872,0.07371736014791384,0.3267845810323655,-0.05178920754522071,-0.46721243350150454,-0.08602179281861529,0.6955376431099891,0.2078497453813573,0.2091369738434136
2009-01-20,0.1426450877678707,0.11060018182238916,0.12058043691527331,0.1480801102210201,0.07669282274179061,0.09599914372878968,0.072028941627452,0.05791856066783677,0.08112711144609795,0.09432760306147955
2009-01-21,0.3078300447175813,0.2629510761494731,-0.245976183688134,0.13143143436645174,0.14182086237410454,0.12237675628860648,0.06037021164067334,-0.15131165902062269,0.14195124290829395,0.22855621426357225
2009-01-22,0.3338475555206988,0.21509967154647494,0.11178386175049704,-0.08908401204050043,0.12071738289953074,0.2667473965793711,0.059492056870643364,-0.13160093319913488,0.005472640874015701,0.10752437919840355
2009-01-23,0.1989821828254443,0.2841649674224226,0.0007599956674848818,0.07776543350684362,0.1260276540962577,0.15107256681866452,-0.1068476588845916,0.15370551892431805,-0.014616383221711587,0.1289857228448675
2009-01-26,-0.187158933848429,0.07550337449887198,0.04421817935466474,0.09853657778692959,0.17934023448552971,-0.0869351191259537,0.39983302467298526,0.17853786026346566,0.1600592119463325,0.1380655899656031
2009-01-27,-0.20278818384681427,0.1281656274192347,0.0580201402780754,0.17527683358972238,-0.28475416824710925,0.03014496771892428,-0.21695296100506703,1.0240120122332375,-0.008200963907031162,0.2970766957668275
