Date,XOM,SHW,UPS,DUK,UNH,JPM,AMZN,AAPL,MSFT,AMT
2018-11-27,7.001734852852061,1.8978674110014062,-8.552130957515422,1.1319564023090807,-9.913580607465981,-4.871703721649171,-11.355850250543813,22.260161477646168,2.2280042078784956,1.1735411854871722
2018-11-28,-0.14251631829455988,0.4628359157491389,0.06657452972042789,-0.26753747873318884,0.3252287068798075,0.08783466006621274,0.11212764236293958,-0.1458570034284257,0.5779784860369529,-0.076669140359305
2018-11-29,0.06562951878428781,0.021443363419742147,0.04330335752933467,0.16692981753035846,0.1968247417550468,0.009458602340343708,-0.011252903228602222,0.3646507005593434,0.12051102892439529,0.022501772385749932
2018-11-30,-0.21435327440841237,0.07812470675871248,-0.022322574470844257,0.3188297864314407,0.6438936825113205,-0.20936570347368738,-0.34377862359976286,0.3741500077592059,-0.00739196387082573,0.38221395636285305
2018-12-03,-0.17088246005461777,0.2067807435858301,-0.01643275024157584,0.16601066527637046,0.3218355004975251,-0.03391962991397669,-0.007159908062552363,0.11000454511345788,0.1354994912269117,0.2882638025726275
2018-12-04,0.06768139955506335,0.05262723040257775,0.014597325626346244,0.12922189270742257,0.2910035279621298,0.16541211164003045,-0.05640274523956489,0.16699645123425907,0.07905577470519616,0.08980703140653944
2018-12-06,2.3150105150989595,-0.9774332088221379,-1.108328199322751,4.636400152903665,2.8816671225274586,1.4090778741521106,-5.892008381503147,-4.037980363751182,-1.3614664393742186,3.1350609280912436
2018-12-07,0.05221803397137521,-0.010171770678288101,0.051537063419379615,0.14198594542466839,0.2965717672856335,-0.11233800591838544,0.09311174674257287,0.06808376091514187,0.1360497579298152,0.28295170090808686
2018-12-10,0.04158415063046215,-0.11338714068149627,0.10307762280152773,0.23792013573544846,0.1874989965504079,0.03486683684172804,0.21561738501152342,0.18887215523582848,-0.14616321152966624,0.2501130694042364
2018-12-11,0.07642394485478066,0.08108792425924961,-0.10553867228955645,0.379547545625098,0.2957036303229163,-0.2804275887397626,0.23125205582996408,0.018972144523280693,-0.11629647742537456,0.4192754930394041
2018-12-12,0.2481646838348587,-0.09622871487582178,-0.20450435805094883,0.8844569123500429,0.191190072197817,-0.6884568126773469,-0.6155271367438346,0.3534181026185436,0.1551064841771095,0.7723807671695805
2018-12-13,0.09550631450724355,0.2638623331126499,0.06688660052683333,0.6743959621639604,0.3995547377941585,-0.6858136469451322,-0.41865594632392567,0.009079135666333197,0.2108548040174991,0.38432970548038003
2018-12-14,0.06856165107940349,-0.05768418182075897,0.007834545500794378,0.47321408476402044,0.4272167555769053,-0.3411520932566948,-0.3617638775722043,0.28093852546459325,0.14694099173656477,0.3558935985273764
2018-12-17,0.03774662093707443,-0.034427407513896544,-0.11105008499986581,0.5316951217532992,0.25625839591032407,-0.2743337062819612,-0.12477866020866732,0.033576844373209,0.13353703010990492,0.5517758459205793
